url,final_url,classification,http_status,ok,content_type,fetched_at,response_bytes,sha256,raw_path,crawl_status,disposition,target_path,decision_gate,decision_status,discovered_from,discovery_source,error
https://www.robbewulgaert.be/education/design-thinking-project-2030-mjjjl,https://www.robbewulgaert.be/education/design-thinking-project-2030-mjjjl,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:31.090Z,129666,b803b198083dd7dee8ba54c0d81249c1897248cd90316cfc71fe4f4698003627,migration/raw-html/education-design-thinking-project-2030-mjjjl-9a99a1ecde03.html,snapshotted,,,,,https://www.robbewulgaert.be/sitemap.xml,loc,
https://www.robbewulgaert.be/education/digital-storytelling-in-virtual-reality-g4mbc,https://www.robbewulgaert.be/education/digital-storytelling-in-virtual-reality-g4mbc,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:30.192Z,155036,6eadd2a83eb8a6772ad12fa326dc5f1a87b3b48620aa3bf86f07b2f41df6dffa,migration/raw-html/education-digital-storytelling-in-virtual-reality-g4mbc-0770cb06ba00.html,snapshotted,,,,,https://www.robbewulgaert.be/sitemap.xml,loc,
https://www.robbewulgaert.be/education/digital-storytelling-in-vr-2egfz,https://www.robbewulgaert.be/education/digital-storytelling-in-vr-2egfz,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:31.045Z,143737,4a6eb18d7f68e5bcf002481374a21880b2831dfc6a8db7cdd564a405c85c4c49,migration/raw-html/education-digital-storytelling-in-vr-2egfz-97d199ecc65c.html,snapshotted,,,,,https://www.robbewulgaert.be/sitemap.xml,loc,
https://www.robbewulgaert.be/education/discover-latin-with-minecraft,https://www.robbewulgaert.be/education/discover-latin-with-minecraft,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:29.773Z,172721,c05547b2ae440e2522642dcbcf673bd2fa67dd823ee65d0df6569ec8bd7c4ea4,migration/raw-html/education-discover-latin-with-minecraft-d7d52f30e602.html,snapshotted,,,,,https://www.robbewulgaert.be/sitemap.xml,loc,
https://www.robbewulgaert.be/education/dive-into-history-with-ai,https://www.robbewulgaert.be/education/dive-into-history-with-ai,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:30.083Z,150012,20e34506d6a248c86accd5e1f7ceb731ee40bc38cba59b3fe2d2540c41480050,migration/raw-html/education-dive-into-history-with-ai-395ec97dcc10.html,snapshotted,,,,,https://www.robbewulgaert.be/sitemap.xml,loc,
https://www.robbewulgaert.be/education/greek-minecraft-acropolis-adventure,https://www.robbewulgaert.be/education/greek-minecraft-acropolis-adventure,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:16.616Z,187243,7e33ebf98f016eb87dea813b865c695470005dded8e920bd65f0ad7d9890376c,migration/raw-html/education-greek-minecraft-acropolis-adventure-3fdcbd94f258.html,snapshotted,,,,,https://www.robbewulgaert.be/education,a[href],
https://www.robbewulgaert.be/education/hey-siri-clone-my-voice,https://www.robbewulgaert.be/education/hey-siri-clone-my-voice,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:30.406Z,165074,405bd347da0ba5958eefb5d80c207d7f68f98be264bdd156f5c9bb17f1d2846e,migration/raw-html/education-hey-siri-clone-my-voice-029689dbb7ef.html,snapshotted,,,,,https://www.robbewulgaert.be/sitemap.xml,loc,
https://www.robbewulgaert.be/education/ithaca-teaching-history-journal,https://www.robbewulgaert.be/education/ithaca-teaching-history-journal,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:16.459Z,199682,54f5aa4ae9ad44c43c441d8bf7e928f06bc457468dd128299d43a40dfe674558,migration/raw-html/education-ithaca-teaching-history-journal-6a936d001209.html,snapshotted,,,,,https://www.robbewulgaert.be/education,a[href],
https://www.robbewulgaert.be/education/latin-and-game-design,https://www.robbewulgaert.be/education/latin-and-game-design,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:17.224Z,203865,c982cb3038e665772db6aa0a4570008c14496e63e64314f4e45c7dd74c252c00,migration/raw-html/education-latin-and-game-design-1dc769b023e1.html,snapshotted,,,,,https://www.robbewulgaert.be/education,a[href],
https://www.robbewulgaert.be/education/onderwijs-ai-en-het-verborgen-perspectief-in-jouw-foto-5jfsh,https://www.robbewulgaert.be/education/onderwijs-ai-en-het-verborgen-perspectief-in-jouw-foto-5jfsh,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:30.911Z,181855,f7310ce0109564bcc987017d8ba39c3c532093ec3da7b9103a92501073342515,migration/raw-html/education-onderwijs-ai-en-het-verborgen-perspectief-in-jouw-foto-5jfsh-504fe83bacc5.html,snapshotted,,,,,https://www.robbewulgaert.be/sitemap.xml,loc,
https://www.robbewulgaert.be/education/onderwijs-kleur-de-geschiedenis-met-ai-zwe6w,https://www.robbewulgaert.be/education/onderwijs-kleur-de-geschiedenis-met-ai-zwe6w,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:30.962Z,164029,53af11c82b14d6f781a8029e79656dcecb943e362a369a957dbb3a64839e3f37,migration/raw-html/education-onderwijs-kleur-de-geschiedenis-met-ai-zwe6w-e7b9b88780af.html,snapshotted,,,,,https://www.robbewulgaert.be/sitemap.xml,loc,
https://www.robbewulgaert.be/education/open-an-ai-art-gallery,https://www.robbewulgaert.be/education/open-an-ai-art-gallery,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:30.052Z,144914,0bb8b917b2ed924f7e51eaff8e67be249841450462d620ac2a0098e92a99e151,migration/raw-html/education-open-an-ai-art-gallery-f7ecb99ad89b.html,snapshotted,,,,,https://www.robbewulgaert.be/sitemap.xml,loc,
https://www.robbewulgaert.be/education/predicting-the-past-aeneas,https://www.robbewulgaert.be/education/predicting-the-past-aeneas,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:16.306Z,576367,ae6d8ca7a2817ab444ea0060e8a7c52939d07fb9fbe0732107b423e015fdd865,migration/raw-html/education-predicting-the-past-aeneas-c336ebbf300f.html,snapshotted,,,,,https://www.robbewulgaert.be/education,a[href],
https://www.robbewulgaert.be/education/python-in-the-classroom,https://www.robbewulgaert.be/education/python-in-the-classroom,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:16.577Z,202166,03d7140816d2a2cb4c98be59ad71c8d8b14df3a9bb45f04e5b90ff34d3f99fce,migration/raw-html/education-python-in-the-classroom-68157271d1fa.html,snapshotted,,,,,https://www.robbewulgaert.be/education,a[href],
https://www.robbewulgaert.be/education/roma-aeterna-lx2z7,https://www.robbewulgaert.be/education/roma-aeterna-lx2z7,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:31.004Z,158967,b5a79f704a34b65a581b83cbd4e91902adf90087c2f78e25c8da7e1f231dfb34,migration/raw-html/education-roma-aeterna-lx2z7-e2508b4ab92a.html,snapshotted,,,,,https://www.robbewulgaert.be/sitemap.xml,loc,
https://www.robbewulgaert.be/education/sun-dragons-and-sea-robbers,https://www.robbewulgaert.be/education/sun-dragons-and-sea-robbers,article,200,true,text/html;charset=utf-8,2026-07-15T19:42:16.658Z,174229,1b6ac9adcc248f85796725290db6250807c44d43354b90b1d9f9f73db317baec,migration/raw-html/education-sun-dragons-and-sea-robbers-f9fb1503bb13.html,snapshotted,,,,,https://www.robbewulgaert.be/education,a[href],
https://www.robbewulgaert.be/education/tag/%23VlaanderenLeest,https://www.robbewulgaert.be/education/tag/%23VlaanderenLeest,tag_archive,429,false,text/html; charset=utf-8,2026-07-15T19:42:31.959Z,1450,d9db5d91f3bfa6f9c9880bb486215a30a8f7ce37f28a6dd4d0d5aac5bc996a07,migration/raw-html/education-tag-23VlaanderenLeest-c301b10e2360.html,http_error,excluded_derived_from_articles,,H1,approved,https://www.robbewulgaert.be/sitemap.xml,loc,
