source_url,final_url,source_path,source_query,classification,locale,crawl_status,http_status,decision_gate,disposition,target_action,target_path,canonical_path,include_in_sitemap,case_collision_id,metadata_join_status,metadata_record_count,metadata_title,metadata_h1_json,metadata_html_language,metadata_canonical_url,metadata_description,metadata_og_title,metadata_og_description,metadata_og_image,metadata_published_time,metadata_modified_time,metadata_json_ld_json,metadata_source_html_sha256,metadata_raw_paths_json,metadata_records_json
https://www.robbewulgaert.be/,https://www.robbewulgaert.be/,/,,landing_page,nl-BE,snapshotted,200,,,preserve_exact_path,/,/,true,,exact_url_match,1,Robbe Wulgaert,"[""Hoi, ik ben Robbe!""]",nl-BE,https://www.robbewulgaert.be,Bezig met innovatief onderwijs of eerder op zoek naar een cameraman? Dan ben je bij mij aan het juiste adres!,Robbe Wulgaert,Bezig met innovatief onderwijs of eerder op zoek naar een cameraman? Dan ben je bij mij aan het juiste adres!,http://static1.squarespace.com/static/6026af223ff1970db5c08fb8/t/6049de653ec123455e380cf0/1635868206964/20180118-DSC01905.jpg?format=1500w,,,"[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}]",78a88f8d8800206dc36053e4e3cf631d73e8760be5e6681cf33e5a1f3a24f3fe,"[""migration/raw-html/home-ae27e3fbba0c.html""]","[{""url"":""https://www.robbewulgaert.be/"",""title"":""Robbe Wulgaert"",""h1"":[""Hoi, ik ben Robbe!""],""language"":""nl-BE"",""canonical"":""https://www.robbewulgaert.be"",""description"":""Bezig met innovatief onderwijs of eerder op zoek naar een cameraman? Dan ben je bij mij aan het juiste adres!"",""og_title"":""Robbe Wulgaert"",""og_description"":""Bezig met innovatief onderwijs of eerder op zoek naar een cameraman? Dan ben je bij mij aan het juiste adres!"",""og_image"":""http://static1.squarespace.com/static/6026af223ff1970db5c08fb8/t/6049de653ec123455e380cf0/1635868206964/20180118-DSC01905.jpg?format=1500w"",""published_time"":null,""modified_time"":null,""json_ld"":[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}],""source_html_sha256"":""78a88f8d8800206dc36053e4e3cf631d73e8760be5e6681cf33e5a1f3a24f3fe"",""raw_path"":""migration/raw-html/home-ae27e3fbba0c.html""}]"
https://www.robbewulgaert.be/404,https://www.robbewulgaert.be/404,/404,,fixed_page,nl-BE,snapshotted,200,,,preserve_exact_path,/404,/404,false,,exact_url_match,1,"404 - Oeps, hier ging iets mis ...  — Robbe Wulgaert",[],nl-BE,https://www.robbewulgaert.be/404,"Oei, hier ging iets mis!","404 - Oeps, hier ging iets mis ...  — Robbe Wulgaert","Oei, hier ging iets mis!",,,,"[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}]",f0da5081a6e5a2f2b25db0d1bdf98f1855217e99fb955bd7b034fed4479c4a0d,"[""migration/raw-html/404-bc881d9072e8.html""]","[{""url"":""https://www.robbewulgaert.be/404"",""title"":""404 - Oeps, hier ging iets mis ...  — Robbe Wulgaert"",""h1"":[],""language"":""nl-BE"",""canonical"":""https://www.robbewulgaert.be/404"",""description"":""Oei, hier ging iets mis!"",""og_title"":""404 - Oeps, hier ging iets mis ...  — Robbe Wulgaert"",""og_description"":""Oei, hier ging iets mis!"",""og_image"":null,""published_time"":null,""modified_time"":null,""json_ld"":[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}],""source_html_sha256"":""f0da5081a6e5a2f2b25db0d1bdf98f1855217e99fb955bd7b034fed4479c4a0d"",""raw_path"":""migration/raw-html/404-bc881d9072e8.html""}]"
https://www.robbewulgaert.be/about,https://www.robbewulgaert.be/about,/about,,profile_page,en,snapshotted,200,,,preserve_exact_path,/about,/about,true,,exact_url_match_duplicate_records,2,over — Robbe Wulgaert,"[""Hi, I am Robbe."",""Nice to meet you!""]",nl-BE,https://www.robbewulgaert.be/about,,over — Robbe Wulgaert,,http://static1.squarespace.com/static/6026af223ff1970db5c08fb8/t/61815e2e8337cd6560396b88/1615453801546/20180118-DSC01905.jpg?format=1500w,,,"[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}]",cc333a1cdd71b766c25be236df10bb1eb3d5dce91784946c29f23ef9df86149e,"[""migration/raw-html/about-66aec713fd34.html"",""migration/raw-html/english-a181d91faaa3.html""]","[{""url"":""https://www.robbewulgaert.be/about"",""title"":""over — Robbe Wulgaert"",""h1"":[""Hi, I am Robbe."",""Nice to meet you!""],""language"":""nl-BE"",""canonical"":""https://www.robbewulgaert.be/about"",""description"":"""",""og_title"":""over — Robbe Wulgaert"",""og_description"":null,""og_image"":""http://static1.squarespace.com/static/6026af223ff1970db5c08fb8/t/61815e2e8337cd6560396b88/1615453801546/20180118-DSC01905.jpg?format=1500w"",""published_time"":null,""modified_time"":null,""json_ld"":[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}],""source_html_sha256"":""cc333a1cdd71b766c25be236df10bb1eb3d5dce91784946c29f23ef9df86149e"",""raw_path"":""migration/raw-html/about-66aec713fd34.html""},{""url"":""https://www.robbewulgaert.be/about"",""title"":""over — Robbe Wulgaert"",""h1"":[""Hi, I am Robbe."",""Nice to meet you!""],""language"":""nl-BE"",""canonical"":""https://www.robbewulgaert.be/about"",""description"":"""",""og_title"":""over — Robbe Wulgaert"",""og_description"":null,""og_image"":""http://static1.squarespace.com/static/6026af223ff1970db5c08fb8/t/61815e2e8337cd6560396b88/1615453801546/20180118-DSC01905.jpg?format=1500w"",""published_time"":null,""modified_time"":null,""json_ld"":[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}],""source_html_sha256"":""cc333a1cdd71b766c25be236df10bb1eb3d5dce91784946c29f23ef9df86149e"",""raw_path"":""migration/raw-html/english-a181d91faaa3.html""}]"
https://www.robbewulgaert.be/boek,https://www.robbewulgaert.be/boek,/boek,,fixed_page,nl-BE,snapshotted,200,,,preserve_exact_path,/boek,/boek,true,,exact_url_match,1,AI in de klas: Praktische gids voor onderwijsprofessionals — Robbe Wulgaert,[],nl-BE,https://www.robbewulgaert.be/boek,"AI zal onze jobs overnemen” en “Leerlingen maken hun huiswerk met ChatGPT” Voorbeelden van koppen waarmee je tegenwoordig om de oren wordt geslagen. In ‘AI in de klas’ biedt Robbe kant-en-klare lessen en didactische inzichten gebaseerd op Europese richtlijnen en onderzoek. Ontdek hoe AI geïntegreerd kan worden in diverse vakken, van kunst tot oude talen, en leer zo AI-competenties bijbrengen.",AI in de klas: Praktische gids voor onderwijsprofessionals — Robbe Wulgaert,AI zal onze jobs overnemen” en “Leerlingen maken hun huiswerk met ChatGPT” Voorbeelden van koppen waarmee je tegenwoordig om de oren wordt geslagen. In ‘AI in de klas’ biedt Robbe kant-en-klare lessen en didactische inzichten gebaseerd op Europese richtlijnen en onderzoek. Ontdek hoe AI geïntegreerd,http://static1.squarespace.com/static/6026af223ff1970db5c08fb8/t/66644c0ebd67f448128ad0ba/1717849111285/2024-05-03+-+1040+-+AI+IN+DE+KLAS.jpg?format=1500w,,,"[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}]",392e3667e8c7190c746493dd523011f820e5cdf845eb3e440e6e3054f00c8297,"[""migration/raw-html/boek-c81322be6f3d.html""]","[{""url"":""https://www.robbewulgaert.be/boek"",""title"":""AI in de klas: Praktische gids voor onderwijsprofessionals — Robbe Wulgaert"",""h1"":[],""language"":""nl-BE"",""canonical"":""https://www.robbewulgaert.be/boek"",""description"":""AI zal onze jobs overnemen” en “Leerlingen maken hun huiswerk met ChatGPT” Voorbeelden van koppen waarmee je tegenwoordig om de oren wordt geslagen. In ‘AI in de klas’ biedt Robbe kant-en-klare lessen en didactische inzichten gebaseerd op Europese richtlijnen en onderzoek. Ontdek hoe AI geïntegreerd kan worden in diverse vakken, van kunst tot oude talen, en leer zo AI-competenties bijbrengen."",""og_title"":""AI in de klas: Praktische gids voor onderwijsprofessionals — Robbe Wulgaert"",""og_description"":""AI zal onze jobs overnemen” en “Leerlingen maken hun huiswerk met ChatGPT” Voorbeelden van koppen waarmee je tegenwoordig om de oren wordt geslagen. In ‘AI in de klas’ biedt Robbe kant-en-klare lessen en didactische inzichten gebaseerd op Europese richtlijnen en onderzoek. Ontdek hoe AI geïntegreerd"",""og_image"":""http://static1.squarespace.com/static/6026af223ff1970db5c08fb8/t/66644c0ebd67f448128ad0ba/1717849111285/2024-05-03+-+1040+-+AI+IN+DE+KLAS.jpg?format=1500w"",""published_time"":null,""modified_time"":null,""json_ld"":[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}],""source_html_sha256"":""392e3667e8c7190c746493dd523011f820e5cdf845eb3e440e6e3054f00c8297"",""raw_path"":""migration/raw-html/boek-c81322be6f3d.html""}]"
https://www.robbewulgaert.be/contact,https://www.robbewulgaert.be/contact,/contact,,contact_page,nl-BE,snapshotted,200,,,preserve_exact_path,/contact,/contact,true,,exact_url_match,1,"Contact | Ontdek meer, neem contact op! — Robbe Wulgaert",[],nl-BE,https://www.robbewulgaert.be/contact,"Neem contact op met Robbe Wulgaert voor onderwijs, nascholingen en lesmateriaal. Stel vragen via het formulier of sluit aan bij de Discord community.","Contact | Ontdek meer, neem contact op! — Robbe Wulgaert","Neem contact op met Robbe Wulgaert voor onderwijs, nascholingen en lesmateriaal. Stel vragen via het formulier of sluit aan bij de Discord community.",,,,"[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}]",734a2219da46895a4a0e48359e16b0f5202d7f70543639f051eb3f84638aa8dd,"[""migration/raw-html/contact-373096d04ebf.html""]","[{""url"":""https://www.robbewulgaert.be/contact"",""title"":""Contact | Ontdek meer, neem contact op! — Robbe Wulgaert"",""h1"":[],""language"":""nl-BE"",""canonical"":""https://www.robbewulgaert.be/contact"",""description"":""Neem contact op met Robbe Wulgaert voor onderwijs, nascholingen en lesmateriaal. Stel vragen via het formulier of sluit aan bij de Discord community."",""og_title"":""Contact | Ontdek meer, neem contact op! — Robbe Wulgaert"",""og_description"":""Neem contact op met Robbe Wulgaert voor onderwijs, nascholingen en lesmateriaal. Stel vragen via het formulier of sluit aan bij de Discord community."",""og_image"":null,""published_time"":null,""modified_time"":null,""json_ld"":[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}],""source_html_sha256"":""734a2219da46895a4a0e48359e16b0f5202d7f70543639f051eb3f84638aa8dd"",""raw_path"":""migration/raw-html/contact-373096d04ebf.html""}]"
https://www.robbewulgaert.be/contact-english,https://www.robbewulgaert.be/contact-english,/contact-english,,contact_page,nl-BE,http_error,404,H1,redirect,redirect_stub,/contactinfo,/contactinfo,false,,exact_url_match,1,"404 - Oeps, hier ging iets mis ...  — Robbe Wulgaert",[],nl-BE,https://www.robbewulgaert.be/404,"Oei, hier ging iets mis!","404 - Oeps, hier ging iets mis ...  — Robbe Wulgaert","Oei, hier ging iets mis!",,,,"[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}]",8c1c44fba85fc969bef8013e0972dcdd7d156fda586b9cd5a0f9360eafb8ea93,"[""migration/raw-html/contact-english-aeeb61373262.html""]","[{""url"":""https://www.robbewulgaert.be/contact-english"",""title"":""404 - Oeps, hier ging iets mis ...  — Robbe Wulgaert"",""h1"":[],""language"":""nl-BE"",""canonical"":""https://www.robbewulgaert.be/404"",""description"":""Oei, hier ging iets mis!"",""og_title"":""404 - Oeps, hier ging iets mis ...  — Robbe Wulgaert"",""og_description"":""Oei, hier ging iets mis!"",""og_image"":null,""published_time"":null,""modified_time"":null,""json_ld"":[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}],""source_html_sha256"":""8c1c44fba85fc969bef8013e0972dcdd7d156fda586b9cd5a0f9360eafb8ea93"",""raw_path"":""migration/raw-html/contact-english-aeeb61373262.html""}]"
https://www.robbewulgaert.be/contactinfo,https://www.robbewulgaert.be/contactinfo,/contactinfo,,contact_page,en,snapshotted,200,,,preserve_exact_path,/contactinfo,/contactinfo,true,,exact_url_match,1,Contact Info  — Robbe Wulgaert,[],nl-BE,https://www.robbewulgaert.be/contactinfo,"Get in contact with Robbe about projects, learning materials and workshop details.",Contact Info  — Robbe Wulgaert,"Get in contact with Robbe about projects, learning materials and workshop details.",,,,"[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}]",6f08b7fec5f4f41b1a5527796e52e0cb9440d5fa0f949697058f71d683f2c499,"[""migration/raw-html/contactinfo-8001c65d8993.html""]","[{""url"":""https://www.robbewulgaert.be/contactinfo"",""title"":""Contact Info  — Robbe Wulgaert"",""h1"":[],""language"":""nl-BE"",""canonical"":""https://www.robbewulgaert.be/contactinfo"",""description"":""Get in contact with Robbe about projects, learning materials and workshop details."",""og_title"":""Contact Info  — Robbe Wulgaert"",""og_description"":""Get in contact with Robbe about projects, learning materials and workshop details."",""og_image"":null,""published_time"":null,""modified_time"":null,""json_ld"":[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}],""source_html_sha256"":""6f08b7fec5f4f41b1a5527796e52e0cb9440d5fa0f949697058f71d683f2c499"",""raw_path"":""migration/raw-html/contactinfo-8001c65d8993.html""}]"
https://www.robbewulgaert.be/education,https://www.robbewulgaert.be/education,/education,,article_index,en,snapshotted,200,,,preserve_exact_path,/education,/education,true,,exact_url_match,1,Education — Robbe Wulgaert,"[""Predicting the Past - Aeneas"",""AI Assessment and Teaching Guide"",""AI For Education Awards"",""Ithaca - Teaching History Journal"",""Going on an AI Adventure"",""Bring Greek myths to life"",""Python in the Classroom"",""Greek & Minecraft Acropolis Adventure"",""Sun Dragons and Sea Robbers"",""The Chimaera - a Fantastical Monster"",""AI & DESIGN -AIKEA*"",""ChatGPT in the Classroom"",""AI & SPORT - analyse your form with InFORM"",""Course on Computational Thinking & Javascript"",""Wall of Game"",""Course on Computational Thinking"",""One Year of AI in the Classroom"",""AI Meets Ancient Greek - Muses and Robots"",""AI and Latin - Bring Tacitus to life!"",""Latijn and Game Design - Project Nicolai Klimii""]",nl-BE,https://www.robbewulgaert.be/education,"Discover class materials and educational project that cover history, language technology, coding, artificial intelligence, AI research and many more!",Education — Robbe Wulgaert,"Discover class materials and educational project that cover history, language technology, coding, artificial intelligence, AI research and many more!",,,,"[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}]",9519972c3983aa029890ab3e9dc54c5c5f41a5ffcd275c00efa4177d3c837934,"[""migration/raw-html/education-08b214d4a949.html""]","[{""url"":""https://www.robbewulgaert.be/education"",""title"":""Education — Robbe Wulgaert"",""h1"":[""Predicting the Past - Aeneas"",""AI Assessment and Teaching Guide"",""AI For Education Awards"",""Ithaca - Teaching History Journal"",""Going on an AI Adventure"",""Bring Greek myths to life"",""Python in the Classroom"",""Greek & Minecraft Acropolis Adventure"",""Sun Dragons and Sea Robbers"",""The Chimaera - a Fantastical Monster"",""AI & DESIGN -AIKEA*"",""ChatGPT in the Classroom"",""AI & SPORT - analyse your form with InFORM"",""Course on Computational Thinking & Javascript"",""Wall of Game"",""Course on Computational Thinking"",""One Year of AI in the Classroom"",""AI Meets Ancient Greek - Muses and Robots"",""AI and Latin - Bring Tacitus to life!"",""Latijn and Game Design - Project Nicolai Klimii""],""language"":""nl-BE"",""canonical"":""https://www.robbewulgaert.be/education"",""description"":""Discover class materials and educational project that cover history, language technology, coding, artificial intelligence, AI research and many more!"",""og_title"":""Education — Robbe Wulgaert"",""og_description"":""Discover class materials and educational project that cover history, language technology, coding, artificial intelligence, AI research and many more!"",""og_image"":null,""published_time"":null,""modified_time"":null,""json_ld"":[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}],""source_html_sha256"":""9519972c3983aa029890ab3e9dc54c5c5f41a5ffcd275c00efa4177d3c837934"",""raw_path"":""migration/raw-html/education-08b214d4a949.html""}]"
https://www.robbewulgaert.be/education?author=6026af1f0584116c943938d2,https://www.robbewulgaert.be/education?author=6026af1f0584116c943938d2,/education,author=6026af1f0584116c943938d2,article_index,en,snapshotted,200,,,map_legacy_query_to_canonical_pagination,/education,/education,false,,exact_url_match,1,Education — Robbe Wulgaert,"[""Predicting the Past - Aeneas"",""AI Assessment and Teaching Guide"",""AI For Education Awards"",""Ithaca - Teaching History Journal"",""Going on an AI Adventure"",""Bring Greek myths to life"",""Python in the Classroom"",""Greek & Minecraft Acropolis Adventure"",""Sun Dragons and Sea Robbers"",""The Chimaera - a Fantastical Monster"",""AI & DESIGN -AIKEA*"",""ChatGPT in the Classroom"",""AI & SPORT - analyse your form with InFORM"",""Course on Computational Thinking & Javascript"",""Wall of Game"",""Course on Computational Thinking"",""One Year of AI in the Classroom"",""AI Meets Ancient Greek - Muses and Robots"",""AI and Latin - Bring Tacitus to life!"",""Latijn and Game Design - Project Nicolai Klimii""]",nl-BE,https://www.robbewulgaert.be/education,"Discover class materials and educational project that cover history, language technology, coding, artificial intelligence, AI research and many more!",Education — Robbe Wulgaert,"Discover class materials and educational project that cover history, language technology, coding, artificial intelligence, AI research and many more!",,,,"[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}]",3c2e82ca662b1ee12e9030691892ac1328b52868fead20df49086edf4cf0e4e4,"[""migration/raw-html/education-595f9c779521.html""]","[{""url"":""https://www.robbewulgaert.be/education?author=6026af1f0584116c943938d2"",""title"":""Education — Robbe Wulgaert"",""h1"":[""Predicting the Past - Aeneas"",""AI Assessment and Teaching Guide"",""AI For Education Awards"",""Ithaca - Teaching History Journal"",""Going on an AI Adventure"",""Bring Greek myths to life"",""Python in the Classroom"",""Greek & Minecraft Acropolis Adventure"",""Sun Dragons and Sea Robbers"",""The Chimaera - a Fantastical Monster"",""AI & DESIGN -AIKEA*"",""ChatGPT in the Classroom"",""AI & SPORT - analyse your form with InFORM"",""Course on Computational Thinking & Javascript"",""Wall of Game"",""Course on Computational Thinking"",""One Year of AI in the Classroom"",""AI Meets Ancient Greek - Muses and Robots"",""AI and Latin - Bring Tacitus to life!"",""Latijn and Game Design - Project Nicolai Klimii""],""language"":""nl-BE"",""canonical"":""https://www.robbewulgaert.be/education"",""description"":""Discover class materials and educational project that cover history, language technology, coding, artificial intelligence, AI research and many more!"",""og_title"":""Education — Robbe Wulgaert"",""og_description"":""Discover class materials and educational project that cover history, language technology, coding, artificial intelligence, AI research and many more!"",""og_image"":null,""published_time"":null,""modified_time"":null,""json_ld"":[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}],""source_html_sha256"":""3c2e82ca662b1ee12e9030691892ac1328b52868fead20df49086edf4cf0e4e4"",""raw_path"":""migration/raw-html/education-595f9c779521.html""}]"
https://www.robbewulgaert.be/education?author=6026af1f0584116c943938d2&offset=1635874424454&reversePaginate=true,https://www.robbewulgaert.be/education?author=6026af1f0584116c943938d2&offset=1635874424454&reversePaginate=true,/education,author=6026af1f0584116c943938d2&offset=1635874424454&reversePaginate=true,article_index,en,snapshotted,200,,,map_legacy_query_to_canonical_pagination,/education,/education,false,,exact_url_match,1,Education — Robbe Wulgaert,"[""Predicting the Past - Aeneas"",""AI Assessment and Teaching Guide"",""AI For Education Awards"",""Ithaca - Teaching History Journal"",""Going on an AI Adventure"",""Bring Greek myths to life"",""Python in the Classroom"",""Greek & Minecraft Acropolis Adventure"",""Sun Dragons and Sea Robbers"",""The Chimaera - a Fantastical Monster"",""AI & DESIGN -AIKEA*"",""ChatGPT in the Classroom"",""AI & SPORT - analyse your form with InFORM"",""Course on Computational Thinking & Javascript"",""Wall of Game"",""Course on Computational Thinking"",""One Year of AI in the Classroom"",""AI Meets Ancient Greek - Muses and Robots"",""AI and Latin - Bring Tacitus to life!"",""Latijn and Game Design - Project Nicolai Klimii""]",nl-BE,https://www.robbewulgaert.be/education,"Discover class materials and educational project that cover history, language technology, coding, artificial intelligence, AI research and many more!",Education — Robbe Wulgaert,"Discover class materials and educational project that cover history, language technology, coding, artificial intelligence, AI research and many more!",,,,"[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}]",9a93de7e335d589759e5bcfdf954a76f6077ddf949ed7273e3c021a44fe95d96,"[""migration/raw-html/education-10c4524dace3.html""]","[{""url"":""https://www.robbewulgaert.be/education?author=6026af1f0584116c943938d2&offset=1635874424454&reversePaginate=true"",""title"":""Education — Robbe Wulgaert"",""h1"":[""Predicting the Past - Aeneas"",""AI Assessment and Teaching Guide"",""AI For Education Awards"",""Ithaca - Teaching History Journal"",""Going on an AI Adventure"",""Bring Greek myths to life"",""Python in the Classroom"",""Greek & Minecraft Acropolis Adventure"",""Sun Dragons and Sea Robbers"",""The Chimaera - a Fantastical Monster"",""AI & DESIGN -AIKEA*"",""ChatGPT in the Classroom"",""AI & SPORT - analyse your form with InFORM"",""Course on Computational Thinking & Javascript"",""Wall of Game"",""Course on Computational Thinking"",""One Year of AI in the Classroom"",""AI Meets Ancient Greek - Muses and Robots"",""AI and Latin - Bring Tacitus to life!"",""Latijn and Game Design - Project Nicolai Klimii""],""language"":""nl-BE"",""canonical"":""https://www.robbewulgaert.be/education"",""description"":""Discover class materials and educational project that cover history, language technology, coding, artificial intelligence, AI research and many more!"",""og_title"":""Education — Robbe Wulgaert"",""og_description"":""Discover class materials and educational project that cover history, language technology, coding, artificial intelligence, AI research and many more!"",""og_image"":null,""published_time"":null,""modified_time"":null,""json_ld"":[{""url"":""https://www.robbewulgaert.be"",""name"":""Robbe Wulgaert"",""@context"":""http://schema.org"",""@type"":""WebSite""}],""source_html_sha256"":""9a93de7e335d589759e5bcfdf954a76f6077ddf949ed7273e3c021a44fe95d96"",""raw_path"":""migration/raw-html/education-10c4524dace3.html""}]"
