source_url,final_url,source_path,source_query,classification,locale,crawl_status,http_status,decision_gate,disposition,target_action,target_path,canonical_path,include_in_sitemap,case_collision_id
https://www.robbewulgaert.be/onderwijs/taalalgoritmes-en-sentimentsanalyse,https://www.robbewulgaert.be/onderwijs/taalalgoritmes-en-sentimentsanalyse,/onderwijs/taalalgoritmes-en-sentimentsanalyse,,article,nl-BE,snapshotted,200,,,preserve_exact_path,/onderwijs/taalalgoritmes-en-sentimentsanalyse,/onderwijs/taalalgoritmes-en-sentimentsanalyse,true,
https://www.robbewulgaert.be/onderwijs/taalalgoritmes-op-de-werkvloer,https://www.robbewulgaert.be/onderwijs/taalalgoritmes-op-de-werkvloer,/onderwijs/taalalgoritmes-op-de-werkvloer,,article,nl-BE,snapshotted,200,,,preserve_exact_path,/onderwijs/taalalgoritmes-op-de-werkvloer,/onderwijs/taalalgoritmes-op-de-werkvloer,true,
https://www.robbewulgaert.be/onderwijs/taaltechnologie-op-de-redactie,https://www.robbewulgaert.be/onderwijs/taaltechnologie-op-de-redactie,/onderwijs/taaltechnologie-op-de-redactie,,article,nl-BE,snapshotted,200,,,preserve_exact_path,/onderwijs/taaltechnologie-op-de-redactie,/onderwijs/taaltechnologie-op-de-redactie,true,
https://www.robbewulgaert.be/onderwijs/tag/%23VlaanderenLeest,https://www.robbewulgaert.be/onderwijs/tag/%23VlaanderenLeest,/onderwijs/tag/%23VlaanderenLeest,,tag_archive,nl-BE,snapshotted,200,,,derive_tag_archive_at_exact_path,/onderwijs/tag/%23VlaanderenLeest,/onderwijs/tag/%23VlaanderenLeest,true,
https://www.robbewulgaert.be/onderwijs/tag/%23vlaanderenleestdag,https://www.robbewulgaert.be/onderwijs/tag/%23vlaanderenleestdag,/onderwijs/tag/%23vlaanderenleestdag,,tag_archive,nl-BE,snapshotted,200,,,derive_tag_archive_at_exact_path,/onderwijs/tag/%23vlaanderenleestdag,/onderwijs/tag/%23vlaanderenleestdag,true,
https://www.robbewulgaert.be/onderwijs/tag/3D,https://www.robbewulgaert.be/onderwijs/tag/3D,/onderwijs/tag/3D,,tag_archive,nl-BE,snapshotted,200,,,derive_tag_archive_at_exact_path,/onderwijs/tag/3D,/onderwijs/tag/3D,true,
https://www.robbewulgaert.be/onderwijs/tag/Abelardus,https://www.robbewulgaert.be/onderwijs/tag/Abelardus,/onderwijs/tag/Abelardus,,tag_archive,nl-BE,snapshotted,200,,,derive_tag_archive_at_exact_path,/onderwijs/tag/Abelardus,/onderwijs/tag/Abelardus,true,
https://www.robbewulgaert.be/onderwijs/tag/ai,https://www.robbewulgaert.be/onderwijs/tag/ai,/onderwijs/tag/ai,,tag_archive,nl-BE,snapshotted,200,,,derive_tag_archive_at_exact_path,/onderwijs/tag/ai,/onderwijs/tag/ai,true,tag-case-09
https://www.robbewulgaert.be/onderwijs/tag/AI,https://www.robbewulgaert.be/onderwijs/tag/AI,/onderwijs/tag/AI,,tag_archive,nl-BE,snapshotted,200,,,derive_tag_archive_at_exact_path,/onderwijs/tag/AI,/onderwijs/tag/AI,true,tag-case-09
https://www.robbewulgaert.be/onderwijs/tag/AI+in,https://www.robbewulgaert.be/onderwijs/tag/AI+in,/onderwijs/tag/AI+in,,tag_archive,nl-BE,snapshotted,200,,,derive_tag_archive_at_exact_path,/onderwijs/tag/AI+in,/onderwijs/tag/AI+in,true,
